supplier_id,dc_id,distance_km,cost_nonrefrig_per_unit,refrig_premium_per_unit,total_cost_refrig_per_unit,emit_nonrefrig_kgco2_per_unit,emit_refrig_kgco2_per_unit,travel_time_hrs,decay_nonrefrig,decay_refrig
S15,D018,1186.08,47.4432,33.2102,80.6534,0.073537,0.124538,21.57,0.2274,0.0259
S15,D019,1358.36,54.3344,38.0341,92.3685,0.084218,0.142628,24.7,0.2343,0.0268
S15,D020,1766.1,70.644,49.4508,120.0948,0.109498,0.185441,32.11,0.2506,0.0288
S15,D021,1779.7,71.188,49.8316,121.0196,0.110341,0.186869,32.36,0.2512,0.0289
S15,D022,1664.32,66.5728,46.601,113.1738,0.103188,0.174754,30.26,0.2466,0.0283
S15,D023,1626.48,65.0592,45.5414,110.6006,0.100842,0.17078,29.57,0.2451,0.0281
S15,D024,1912.24,76.4896,53.5427,130.0323,0.118559,0.200785,34.77,0.2565,0.0296
S15,D025,1451.03,58.0412,40.6288,98.67,0.089964,0.152358,26.38,0.238,0.0273
S15,D026,1560.7,62.428,43.6996,106.1276,0.096763,0.163874,28.38,0.2424,0.0278
S15,D027,1687.31,67.4924,47.2447,114.7371,0.104613,0.177168,30.68,0.2475,0.0284
S15,D028,1605.11,64.2044,44.9431,109.1475,0.099517,0.168537,29.18,0.2442,0.028
S15,D029,1786.81,71.4724,50.0307,121.5031,0.110782,0.187615,32.49,0.2515,0.0289
S15,D030,1635.33,65.4132,45.7892,111.2024,0.10139,0.17171,29.73,0.2454,0.0282
S15,D031,1337.96,53.5184,37.4629,90.9813,0.082954,0.140486,24.33,0.2335,0.0267
S15,D032,1357.77,54.3108,38.0176,92.3284,0.084182,0.142566,24.69,0.2343,0.0268
S15,D033,1604.69,64.1876,44.9313,109.1189,0.099491,0.168492,29.18,0.2442,0.028
S15,D034,1509.06,60.3624,42.2537,102.6161,0.093562,0.158451,27.44,0.2404,0.0275
S15,D035,1303.65,52.146,36.5022,88.6482,0.080826,0.136883,23.7,0.2321,0.0265
S15,D036,1628.42,65.1368,45.5958,110.7326,0.100962,0.170984,29.61,0.2451,0.0281
S15,D037,1452.95,58.118,40.6826,98.8006,0.090083,0.15256,26.42,0.2381,0.0273
S15,D038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.02
S15,D039,10.62,0.4248,0.2974,0.7222,0.000658,0.001115,0.19,0.1804,0.0201
S15,D040,150.64,6.0256,4.2179,10.2435,0.00934,0.015817,2.74,0.186,0.0208
S15,D041,189.3,7.572,5.3004,12.8724,0.011737,0.019877,3.44,0.1876,0.0209
S15,D042,461.97,18.4788,12.9352,31.414,0.028642,0.048507,8.4,0.1985,0.0223
S15,D043,89.61,3.5844,2.5091,6.0935,0.005556,0.009409,1.63,0.1836,0.0204
S15,D044,1618.86,64.7544,45.3281,110.0825,0.100369,0.16998,29.43,0.2448,0.0281
S15,D045,1609.68,64.3872,45.071,109.4582,0.0998,0.169016,29.27,0.2444,0.028
S15,D046,1560.01,62.4004,43.6803,106.0807,0.096721,0.163801,28.36,0.2424,0.0278
S15,D047,1804.14,72.1656,50.5159,122.6815,0.111857,0.189435,32.8,0.2522,0.029
S15,D048,1671.03,66.8412,46.7888,113.63,0.103604,0.175458,30.38,0.2468,0.0284
S15,D049,1611.81,64.4724,45.1307,109.6031,0.099932,0.16924,29.31,0.2445,0.0281
S15,D050,1123.95,44.958,31.4706,76.4286,0.069685,0.118015,20.44,0.225,0.0256
S15,D051,1283.13,51.3252,35.9276,87.2528,0.079554,0.134729,23.33,0.2313,0.0264
S15,D052,860.81,34.4324,24.1027,58.5351,0.05337,0.090385,15.65,0.2144,0.0243
S15,D053,1107.37,44.2948,31.0064,75.3012,0.068657,0.116274,20.13,0.2243,0.0255
S15,D054,1289.7,51.588,36.1116,87.6996,0.079961,0.135418,23.45,0.2316,0.0264
S15,D055,469.15,18.766,13.1362,31.9022,0.029087,0.049261,8.53,0.1988,0.0223
S15,D056,422.17,16.8868,11.8208,28.7076,0.026175,0.044328,7.68,0.1969,0.0221
S15,D057,496.21,19.8484,13.8939,33.7423,0.030765,0.052102,9.02,0.1998,0.0225
S15,D058,328.33,13.1332,9.1932,22.3264,0.020356,0.034475,5.97,0.1931,0.0216
S15,D059,470.4,18.816,13.1712,31.9872,0.029165,0.049392,8.55,0.1988,0.0224
S15,D060,1052.54,42.1016,29.4711,71.5727,0.065257,0.110517,19.14,0.2221,0.0253
S15,D061,763.84,30.5536,21.3875,51.9411,0.047358,0.080203,13.89,0.2106,0.0238
S15,D062,1084.12,43.3648,30.3554,73.7202,0.067215,0.113833,19.71,0.2234,0.0254
S15,D063,1371.21,54.8484,38.3939,93.2423,0.085015,0.143977,24.93,0.2348,0.0269
S15,D064,1317.63,52.7052,36.8936,89.5988,0.081693,0.138351,23.96,0.2327,0.0266
S15,D065,1181.88,47.2752,33.0926,80.3678,0.073277,0.124097,21.49,0.2273,0.0259
S15,D066,1047.32,41.8928,29.325,71.2178,0.064934,0.109969,19.04,0.2219,0.0252
S15,D067,1152.97,46.1188,32.2832,78.402,0.071484,0.121062,20.96,0.2261,0.0258
S15,D068,1065.65,42.626,29.8382,72.4642,0.06607,0.111893,19.38,0.2226,0.0253
S15,D069,1464.23,58.5692,40.9984,99.5676,0.090782,0.153744,26.62,0.2386,0.0273
S15,D070,1547.29,61.8916,43.3241,105.2157,0.095932,0.162465,28.13,0.2419,0.0277
S15,D071,1670.42,66.8168,46.7718,113.5886,0.103566,0.175394,30.37,0.2468,0.0284
S15,D072,1595.95,63.838,44.6866,108.5246,0.098949,0.167575,29.02,0.2438,0.028
S15,D073,1311.54,52.4616,36.7231,89.1847,0.081315,0.137712,23.85,0.2325,0.0266
S15,D074,1283.7,51.348,35.9436,87.2916,0.079589,0.134789,23.34,0.2313,0.0264
S15,D075,1459.69,58.3876,40.8713,99.2589,0.090501,0.153267,26.54,0.2384,0.0273
S15,D076,1441.86,57.6744,40.3721,98.0465,0.089395,0.151395,26.22,0.2377,0.0272
S15,D077,364.89,14.5956,10.2169,24.8125,0.022623,0.038313,6.63,0.1946,0.0218
S15,D078,347.71,13.9084,9.7359,23.6443,0.021558,0.03651,6.32,0.1939,0.0217
S15,D079,362.49,14.4996,10.1497,24.6493,0.022474,0.038061,6.59,0.1945,0.0218
S15,D080,518.25,20.73,14.511,35.241,0.032132,0.054416,9.42,0.2007,0.0226
S15,D081,523.81,20.9524,14.6667,35.6191,0.032476,0.055,9.52,0.201,0.0226
S15,D082,855.38,34.2152,23.9506,58.1658,0.053034,0.089815,15.55,0.2142,0.0243
S15,D083,514.97,20.5988,14.4192,35.018,0.031928,0.054072,9.36,0.2006,0.0226
S15,D084,750.49,30.0196,21.0137,51.0333,0.04653,0.078801,13.65,0.21,0.0238
S15,D085,1982.21,79.2884,55.5019,134.7903,0.122897,0.208132,36.04,0.2593,0.0299
S15,D086,1906.42,76.2568,53.3798,129.6366,0.118198,0.200174,34.66,0.2563,0.0295
S15,D087,1834.85,73.394,51.3758,124.7698,0.113761,0.192659,33.36,0.2534,0.0292
S15,D088,1860.78,74.4312,52.1018,126.533,0.115368,0.195382,33.83,0.2544,0.0293
S15,D089,324.27,12.9708,9.0796,22.0504,0.020105,0.034048,5.9,0.193,0.0216
S15,D090,223.19,8.9276,6.2493,15.1769,0.013838,0.023435,4.06,0.1889,0.0211
S15,D091,239.9,9.596,6.7172,16.3132,0.014874,0.02519,4.36,0.1896,0.0212
S15,D092,710.01,28.4004,19.8803,48.2807,0.044021,0.074551,12.91,0.2084,0.0236
S15,D093,730.7,29.228,20.4596,49.6876,0.045303,0.076724,13.29,0.2092,0.0237
S15,D094,642.57,25.7028,17.992,43.6948,0.039839,0.06747,11.68,0.2057,0.0232
S15,D095,1458.77,58.3508,40.8456,99.1964,0.090444,0.153171,26.52,0.2384,0.0273
S15,D096,1594.53,63.7812,44.6468,108.428,0.098861,0.167426,28.99,0.2438,0.028
S15,D097,1340.21,53.6084,37.5259,91.1343,0.083093,0.140722,24.37,0.2336,0.0267
S15,D098,1305.25,52.21,36.547,88.757,0.080925,0.137051,23.73,0.2322,0.0265
S15,D099,1317.75,52.71,36.897,89.607,0.081701,0.138364,23.96,0.2327,0.0266
S15,D100,1717.39,68.6956,48.0869,116.7825,0.106478,0.180326,31.23,0.2487,0.0286
